Name,ID,Has Block,Mod,Class
chisel:chisel.wood-oak,945,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.wood-spruce,946,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.wood-birch,947,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.wood-jungle,948,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.wood-acacia,949,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.wood-dark-oak,950,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.obsidian,951,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:tile.obsidianSnakestone,952,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.fenceIron,953,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.glassPane,954,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.blockRedstone,955,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.blockHolystone,956,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.blockLavastone,957,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.blockFft,958,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.blockCarpet,959,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.blockCarpetFloor,960,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.blockBookshelf,961,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.blockTyrian,962,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.blockTemple,963,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.blockTempleMossy,964,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.blockCloud,965,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.blockFactory,966,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.chisel.stainedGlassWhite,967,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.chisel.stainedGlassYellow,968,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.chisel.stainedGlassLightGray,969,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.chisel.stainedGlassBrown,970,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.chisel.stainedGlassPaneWhite,971,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.chisel.stainedGlassPaneMagenta,972,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.chisel.stainedGlassPaneYellow,973,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.chisel.stainedGlassPanePink,974,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.chisel.stainedGlassPaneLightGray,975,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.chisel.stainedGlassPanePurple,976,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.chisel.stainedGlassPaneBrown,977,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.chisel.stainedGlassPaneRed,978,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.blockPaperwall,979,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.blockWoolenClay,980,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
chisel:chisel.blockLaboratory,981,true,chisel,info.jbcs.minecraft.chisel.item.ItemCarvable
MineFactoryReloaded:tile.mfr.conveyor,982,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.ItemBlockFactory
MineFactoryReloaded:tile.mfr.machineblock,983,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.ItemBlockFactory
MineFactoryReloaded:tile.mfr.machine.0,984,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.ItemBlockFactoryMachine
MineFactoryReloaded:tile.mfr.machine.1,985,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.ItemBlockFactoryMachine
MineFactoryReloaded:tile.mfr.machine.2,986,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.ItemBlockFactoryMachine
MineFactoryReloaded:tile.mfr.cable.plastic,987,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.ItemBlockFactory
MineFactoryReloaded:tile.mfr.cable.redstone,988,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.ItemBlockFactory
MineFactoryReloaded:tile.mfr.rednet.logic,989,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.ItemBlockRedNetLogic
MineFactoryReloaded:tile.mfr.rednet.panel,990,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.ItemBlockRedNetPanel
MineFactoryReloaded:tile.mfr.rail.cargo.pickup,991,true,MineFactoryReloaded,net.minecraft.item.ItemBlock
MineFactoryReloaded:tile.mfr.rail.cargo.dropoff,992,true,MineFactoryReloaded,net.minecraft.item.ItemBlock
MineFactoryReloaded:tile.mfr.rail.passenger.pickup,993,true,MineFactoryReloaded,net.minecraft.item.ItemBlock
MineFactoryReloaded:tile.mfr.rail.passenger.dropoff,994,true,MineFactoryReloaded,net.minecraft.item.ItemBlock
MineFactoryReloaded:tile.mfr.rubberwood.sapling,995,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.ItemBlockFactoryTree
MineFactoryReloaded:tile.mfr.rubberwood.log,996,true,MineFactoryReloaded,net.minecraft.item.ItemBlock
MineFactoryReloaded:tile.mfr.rubberwood.leaves,997,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.ItemBlockFactoryLeaves
MineFactoryReloaded:tile.mfr.stainedglass.block,998,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.ItemBlockFactory
MineFactoryReloaded:tile.mfr.stainedglass.pane,999,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.ItemBlockFactory
MineFactoryReloaded:tile.mfr.road,1000,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.ItemBlockFactoryRoad
MineFactoryReloaded:tile.mfr.plastic,1001,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.ItemBlockFactory
MineFactoryReloaded:tile.mfr.decorativebrick,1002,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.ItemBlockFactory
MineFactoryReloaded:tile.mfr.decorativestone,1003,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.ItemBlockFactory
MineFactoryReloaded:tile.mfr.vinescaffold,1004,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.ItemBlockVineScaffold
MineFactoryReloaded:tile.mfr.farmland,1005,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.ItemBlockFactory
MineFactoryReloaded:tile.mfr.detcord,1006,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.ItemBlockDetCord
MineFactoryReloaded:fluid.mfr.liquid.milk.still,1008,true,MineFactoryReloaded,net.minecraft.item.ItemBlock
MineFactoryReloaded:fluid.mfr.liquid.sludge.still,1009,true,MineFactoryReloaded,net.minecraft.item.ItemBlock
MineFactoryReloaded:fluid.mfr.liquid.sewage.still,1010,true,MineFactoryReloaded,net.minecraft.item.ItemBlock
MineFactoryReloaded:fluid.mfr.liquid.mobessence.still,1011,true,MineFactoryReloaded,net.minecraft.item.ItemBlock
MineFactoryReloaded:fluid.mfr.liquid.biofuel.still,1012,true,MineFactoryReloaded,net.minecraft.item.ItemBlock
MineFactoryReloaded:fluid.mfr.liquid.meat.still,1013,true,MineFactoryReloaded,net.minecraft.item.ItemBlock
MineFactoryReloaded:fluid.mfr.liquid.pinkslime.still,1014,true,MineFactoryReloaded,net.minecraft.item.ItemBlock
MineFactoryReloaded:fluid.mfr.liquid.chocolatemilk.still,1015,true,MineFactoryReloaded,net.minecraft.item.ItemBlock
MineFactoryReloaded:fluid.mfr.liquid.mushroomsoup.still,1016,true,MineFactoryReloaded,net.minecraft.item.ItemBlock
MineFactoryReloaded:fluid.mfr.liquid.steam.still,1017,true,MineFactoryReloaded,net.minecraft.item.ItemBlock
TConstruct:liquid.slime,1018,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:MeatBlock,1019,true,TConstruct,tconstruct.world.itemblocks.HamboneItemBlock
TConstruct:WoolSlab1,1020,true,TConstruct,tconstruct.world.itemblocks.WoolSlab1Item
TConstruct:WoolSlab2,1021,true,TConstruct,tconstruct.world.itemblocks.WoolSlab2Item
TConstruct:trap.punji,1022,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:trap.barricade.oak,1023,true,TConstruct,tconstruct.world.itemblocks.BarricadeItem
TConstruct:trap.barricade.spruce,1024,true,TConstruct,tconstruct.world.itemblocks.BarricadeItem
TConstruct:trap.barricade.birch,1025,true,TConstruct,tconstruct.world.itemblocks.BarricadeItem
TConstruct:trap.barricade.jungle,1026,true,TConstruct,tconstruct.world.itemblocks.BarricadeItem
TConstruct:explosive.slime,1027,true,TConstruct,tconstruct.common.itemblocks.MetadataItemBlock
TConstruct:slime.gel,1028,true,TConstruct,tconstruct.world.itemblocks.SlimeGelItemBlock
TConstruct:slime.grass,1029,true,TConstruct,tconstruct.world.itemblocks.SlimeGrassItemBlock
TConstruct:slime.grass.tall,1030,true,TConstruct,tconstruct.world.itemblocks.SlimeTallGrassItem
TConstruct:slime.leaves,1031,true,TConstruct,tconstruct.world.itemblocks.SlimeLeavesItemBlock
TConstruct:slime.sapling,1032,true,TConstruct,tconstruct.world.itemblocks.SlimeSaplingItemBlock
TConstruct:slime.channel,1033,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:blood.channel,1034,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:slime.pad,1035,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:decoration.stonetorch,1036,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:decoration.stoneladder,1037,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:decoration.multibrick,1038,true,TConstruct,tconstruct.tools.itemblocks.MultiBrickItem
TConstruct:decoration.multibrickfancy,1039,true,TConstruct,tconstruct.tools.itemblocks.MultiBrickFancyItem
TConstruct:ore.berries.one,1040,true,TConstruct,tconstruct.world.itemblocks.OreberryBushItem
TConstruct:ore.berries.two,1041,true,TConstruct,tconstruct.world.itemblocks.OreberryBushSecondItem
TConstruct:SearedBrick,1042,true,TConstruct,tconstruct.world.itemblocks.MetalOreItemBlock
TConstruct:GravelOre,1043,true,TConstruct,tconstruct.world.itemblocks.GravelOreItem
TConstruct:rail.wood,1044,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:MetalBlock,1045,true,TConstruct,tconstruct.smeltery.itemblocks.MetalItemBlock
TConstruct:ToolStationBlock,1046,true,TConstruct,tconstruct.tools.itemblocks.ToolStationItemBlock
TConstruct:ToolForgeBlock,1047,true,TConstruct,tconstruct.common.itemblocks.MetadataItemBlock
TConstruct:CraftingStation,1048,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:CraftingSlab,1049,true,TConstruct,tconstruct.tools.itemblocks.CraftingSlabItemBlock
TConstruct:FurnaceSlab,1050,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:HeldItemBlock,1051,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:BattleSignBlock,1052,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:CraftedSoil,1053,true,TConstruct,tconstruct.world.itemblocks.CraftedSoilItemBlock
TConstruct:fluid.molten.iron,1054,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:fluid.molten.gold,1055,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:fluid.molten.copper,1056,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:fluid.molten.tin,1057,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:fluid.molten.aluminum,1058,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:fluid.molten.cobalt,1059,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:fluid.molten.ardite,1060,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:fluid.molten.bronze,1061,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:fluid.molten.alubrass,1062,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:fluid.molten.manyullyn,1063,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:fluid.molten.alumite,1064,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:fluid.molten.obsidian,1065,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:fluid.molten.steel,1066,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:fluid.molten.glass,1067,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:molten.stone,1068,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:molten.emerald,1069,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:liquid.blood,1070,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:fluid.molten.nickel,1071,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:fluid.molten.lead,1072,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:fluid.molten.silver,1073,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:fluid.molten.shiny,1074,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:fluid.molten.invar,1075,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:fluid.molten.electrum,1076,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:fluid.ender,1077,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:liquid.glue,1078,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:fluid.molten.pigiron,1079,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:SearedSlab,1080,true,TConstruct,tconstruct.smeltery.itemblocks.SearedSlabItem
TConstruct:SpeedSlab,1081,true,TConstruct,tconstruct.smeltery.itemblocks.SpeedSlabItem
TConstruct:GlueBlock,1082,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:Smeltery,1083,true,TConstruct,tconstruct.smeltery.itemblocks.SmelteryItemBlock
TConstruct:SmelteryNether,1084,true,TConstruct,tconstruct.smeltery.itemblocks.SmelteryItemBlock
TConstruct:LavaTank,1085,true,TConstruct,tconstruct.smeltery.itemblocks.LavaTankItemBlock
TConstruct:LavaTankNether,1086,true,TConstruct,tconstruct.smeltery.itemblocks.LavaTankItemBlock
TConstruct:SearedBlock,1087,true,TConstruct,tconstruct.smeltery.itemblocks.SearedTableItemBlock
TConstruct:SearedBlockNether,1088,true,TConstruct,tconstruct.smeltery.itemblocks.SearedTableItemBlock
TConstruct:CastingChannel,1089,true,TConstruct,tconstruct.smeltery.itemblocks.CastingChannelItem
TConstruct:TankAir,1090,true,TConstruct,net.minecraft.item.ItemBlock
TConstruct:SpeedBlock,1091,true,TConstruct,tconstruct.smeltery.itemblocks.SpeedBlockItem
TConstruct:GlassBlock,1092,true,TConstruct,tconstruct.smeltery.itemblocks.GlassBlockItem
TConstruct:GlassPane,1093,true,TConstruct,tconstruct.smeltery.itemblocks.GlassPaneItem
TConstruct:GlassBlock.StainedClear,1094,true,TConstruct,tconstruct.smeltery.itemblocks.StainedGlassClearItem
TConstruct:GlassPaneClearStained,1095,true,TConstruct,tconstruct.smeltery.itemblocks.StainedGlassClearPaneItem
TConstruct:Redstone.Landmine,1096,true,TConstruct,tconstruct.mechworks.itemblocks.ItemBlockLandmine
TConstruct:Armor.DryingRack,1097,true,TConstruct,net.minecraft.item.ItemBlock
ChromatiCraft:chromaticraft_block_tileplant,1098,true,ChromatiCraft,Reika.ChromatiCraft.Items.ItemBlock.ItemBlockChromaFlower
ChromatiCraft:chromaticraft_block_tileentity,1099,true,ChromatiCraft,Reika.DragonAPI.Instantiable.ItemBlockCustomLocalization
ChromatiCraft:chromaticraft_block_tilemodelled,1100,true,ChromatiCraft,Reika.DragonAPI.Instantiable.ItemBlockCustomLocalization
ChromatiCraft:chromaticraft_block_rune,1101,true,ChromatiCraft,Reika.ChromatiCraft.Items.ItemBlock.ItemBlockDyeColors
ChromatiCraft:chromaticraft_block_chroma,1102,true,ChromatiCraft,Reika.DragonAPI.Instantiable.ItemBlockCustomLocalization
ChromatiCraft:chromaticraft_block_rift,1103,true,ChromatiCraft,Reika.DragonAPI.Instantiable.ItemBlockCustomLocalization
ChromatiCraft:chromaticraft_block_crystal,1104,true,ChromatiCraft,Reika.ChromatiCraft.Items.ItemBlock.ItemBlockCrystal
ChromatiCraft:chromaticraft_block_rainbowcrystal,1105,true,ChromatiCraft,Reika.DragonAPI.Instantiable.ItemBlockCustomLocalization
ChromatiCraft:chromaticraft_block_lamp,1106,true,ChromatiCraft,Reika.ChromatiCraft.Items.ItemBlock.ItemBlockCrystal
ChromatiCraft:chromaticraft_block_super,1107,true,ChromatiCraft,Reika.ChromatiCraft.Items.ItemBlock.ItemBlockCrystal
ChromatiCraft:chromaticraft_block_plant,1108,true,ChromatiCraft,Reika.ChromatiCraft.Items.ItemBlock.ItemBlockCrystalPlant
ChromatiCraft:chromaticraft_block_hive,1109,true,ChromatiCraft,Reika.ChromatiCraft.Items.ItemBlock.ItemBlockCrystalHive
ChromatiCraft:chromaticraft_block_tilecrystal,1110,true,ChromatiCraft,Reika.DragonAPI.Instantiable.ItemBlockCustomLocalization
ChromatiCraft:chromaticraft_block_tilecrystalnoncube,1111,true,ChromatiCraft,Reika.DragonAPI.Instantiable.ItemBlockCustomLocalization
ChromatiCraft:chromaticraft_block_decay,1112,true,ChromatiCraft,Reika.ChromatiCraft.Items.ItemBlock.ItemBlockDyeTypes
ChromatiCraft:chromaticraft_block_dyeleaf,1113,true,ChromatiCraft,Reika.ChromatiCraft.Items.ItemBlock.ItemBlockDyeTypes
ChromatiCraft:chromaticraft_block_dyesapling,1114,true,ChromatiCraft,Reika.ChromatiCraft.Items.ItemBlock.ItemBlockDyeTypes
ChromatiCraft:chromaticraft_block_dye,1115,true,ChromatiCraft,Reika.ChromatiCraft.Items.ItemBlock.ItemBlockDyeTypes
ChromatiCraft:chromaticraft_block_rainbowleaf,1116,true,ChromatiCraft,Reika.ChromatiCraft.Items.ItemBlock.ItemBlockRainbowLeaf
ChromatiCraft:chromaticraft_block_rainbowsapling,1117,true,ChromatiCraft,Reika.ChromatiCraft.Items.ItemBlock.ItemBlockRainbowSapling
ChromatiCraft:chromaticraft_block_dyeflower,1118,true,ChromatiCraft,Reika.ChromatiCraft.Items.ItemBlock.ItemBlockDyeTypes
ChromatiCraft:chromaticraft_block_ender,1119,true,ChromatiCraft,Reika.DragonAPI.Instantiable.ItemBlockCustomLocalization
ChromatiCraft:chromaticraft_block_dyegrass,1120,true,ChromatiCraft,Reika.ChromatiCraft.Items.ItemBlock.ItemBlockDyeTypes
ChromatiCraft:chromaticraft_block_pylonstruct,1121,true,ChromatiCraft,Reika.ChromatiCraft.Items.ItemBlock.ItemBlockMultiType
ChromatiCraft:chromaticraft_block_pylon,1122,true,ChromatiCraft,Reika.ChromatiCraft.Items.ItemBlock.ItemBlockMultiType
ChromatiCraft:chromaticraft_block_tank,1123,true,ChromatiCraft,Reika.DragonAPI.Instantiable.ItemBlockCustomLocalization
ChromatiCraft:chromaticraft_block_fence,1124,true,ChromatiCraft,Reika.DragonAPI.Instantiable.ItemBlockCustomLocalization
CraftHeraldry:blockHeraldry,1125,true,CraftHeraldry,net.minecraft.item.ItemBlock
ExtraUtilities:endConstructor,1127,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockQED
ExtraUtilities:endMarker,1128,true,ExtraUtilities,net.minecraft.item.ItemBlock
ExtraUtilities:curtains,1129,true,ExtraUtilities,net.minecraft.item.ItemBlock
ExtraUtilities:angelBlock,1130,true,ExtraUtilities,com.rwtema.extrautils.item.ItemAngelBlock
ExtraUtilities:budoff,1131,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockMetadata
ExtraUtilities:chandelier,1132,true,ExtraUtilities,net.minecraft.item.ItemBlock
ExtraUtilities:decorativeBlock1,1133,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockMetadata
ExtraUtilities:decorativeBlock2,1134,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockMetadata
ExtraUtilities:pureLove,1135,true,ExtraUtilities,net.minecraft.item.ItemBlock
ExtraUtilities:block_bedrockium,1136,true,ExtraUtilities,com.rwtema.extrautils.block.BlockBedrockium.ItemBedrockium
ExtraUtilities:datablock,1137,true,ExtraUtilities,net.minecraft.item.ItemBlock
ExtraUtilities:colorStoneBrick,1138,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockColor
ExtraUtilities:colorWoodPlanks,1139,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockColor
ExtraUtilities:color_lightgem,1140,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockColor
ExtraUtilities:color_stone,1141,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockColor
ExtraUtilities:color_quartzBlock,1142,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockColor
ExtraUtilities:color_hellsand,1143,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockColor
ExtraUtilities:color_redstoneLight,1144,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockColor
ExtraUtilities:color_brick,1145,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockColor
ExtraUtilities:color_stonebrick,1146,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockColor
ExtraUtilities:color_blockLapis,1147,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockColor
ExtraUtilities:color_obsidian,1148,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockColor
ExtraUtilities:color_blockRedstone,1149,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockColor
ExtraUtilities:color_blockCoal,1150,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockColor
ExtraUtilities:cobblestone_compressed,1151,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockMetadata
ExtraUtilities:conveyor,1152,true,ExtraUtilities,net.minecraft.item.ItemBlock
ExtraUtilities:filing,1153,true,ExtraUtilities,com.rwtema.extrautils.item.ItemFilingCabinet
ExtraUtilities:greenscreen,1154,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockMetadata
ExtraUtilities:peaceful_table_top,1155,true,ExtraUtilities,net.minecraft.item.ItemBlock
ExtraUtilities:trading_post,1156,true,ExtraUtilities,net.minecraft.item.ItemBlock
ExtraUtilities:sound_muffler,1157,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockMetadata
ExtraUtilities:extractor_base,1158,true,ExtraUtilities,com.rwtema.extrautils.tileentity.transfernodes.multiparts.ItemBlockTransferNodeMultiPart
ExtraUtilities:extractor_base_remote,1159,true,ExtraUtilities,com.rwtema.extrautils.tileentity.transfernodes.multiparts.ItemBlockTransferNodeMultiPart
ExtraUtilities:pipes,1160,true,ExtraUtilities,com.rwtema.extrautils.tileentity.transfernodes.multiparts.ItemBlockTransferPipeMultiPart
ExtraUtilities:pipes.1,1161,true,ExtraUtilities,com.rwtema.extrautils.tileentity.transfernodes.multiparts.ItemBlockTransferPipeMultiPart
ExtraUtilities:cursedearthside,1162,true,ExtraUtilities,net.minecraft.item.ItemBlock
ExtraUtilities:trashcan,1163,true,ExtraUtilities,net.minecraft.item.ItemBlock
ExtraUtilities:spike_base,1164,true,ExtraUtilities,net.minecraft.item.ItemBlock
ExtraUtilities:enderThermicPump,1165,true,ExtraUtilities,net.minecraft.item.ItemBlock
ExtraUtilities:enderQuarry,1166,true,ExtraUtilities,net.minecraft.item.ItemBlock
ExtraUtilities:enderQuarryUpgrade,1167,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockMetadata
ExtraUtilities:plant/ender_lilly,1168,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockEnderLily
ExtraUtilities:timer,1169,true,ExtraUtilities,net.minecraft.item.ItemBlock
ExtraUtilities:magnumTorch,1170,true,ExtraUtilities,com.rwtema.extrautils.multipart.ItemBlockMultiPartMagnumTorch
ExtraUtilities:drum,1171,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockDrum
ExtraUtilities:generator,1172,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockGenerator
ExtraUtilities:generator.8,1173,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockGenerator
ExtraUtilities:generator.64,1174,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockGenerator
ExtraUtilities:dark_portal,1175,true,ExtraUtilities,net.minecraft.item.ItemBlock
ExtraUtilities:etherealglass,1176,true,ExtraUtilities,com.rwtema.extrautils.item.ItemBlockMetadata
customnpcs:npcRedstoneBlock,1177,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcCarpentyBench,1178,true,customnpcs,noppes.npcs.items.ItemNpcBlock
customnpcs:npcMailbox,1179,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcWaypoint,1180,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcBorder,1181,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcBloodBlock,1182,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcBanner,1183,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcWallBanner,1184,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcTallLamp,1185,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcChair,1186,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcCrate,1187,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcWeaponRack,1188,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcCouchWool,1189,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcCouchWood,1190,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcTable,1191,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcStool,1192,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcPlaceholder,1193,true,customnpcs,noppes.npcs.items.ItemPlaceholder
customnpcs:npcBigSign,1194,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcBarrel,1195,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcTombstone,1196,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcShelf,1197,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcSign,1198,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcBeam,1199,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcBook,1200,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcPedestal,1201,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcCrystalBlock,1202,true,customnpcs,noppes.npcs.items.ItemNpcColored
customnpcs:npcCampfire,1203,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcLamp,1204,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcCandle,1205,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcCampfireUnlit,1206,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcLampUnlit,1207,true,customnpcs,net.minecraft.item.ItemBlock
customnpcs:npcCandleUnlit,1208,true,customnpcs,net.minecraft.item.ItemBlock
props:blockProps,1209,true,props,net.minecraft.item.ItemBlock
DimensionalAnchors:chunkloader,1210,true,DimensionalAnchors,net.minecraft.item.ItemBlock
